State,County,Population,MenPopulation,WomenPopulation,VotingAgeCitizen,Income,IncomePerCapita,PovertyRate,ChildPovertyRate,EmployedPopulation,UnemployedPopulation,EmploymentRate,UnemploymentRate
Colorado,Gunnison County,16215,8795,7420,13020,52651,27669,14.1,7.1,9429,950,72.4,7.3
Colorado,Hinsdale County,820,384,436,672,53056,29574,12.0,18.9,399,28,59.4,4.1
Colorado,Huerfano County,6498,3230,3268,5418,35801,25547,14.8,20.0,2408,428,44.4,7.9
Colorado,Jackson County,1372,676,696,1002,45994,24299,12.8,22.5,707,18,70.6,1.8
Colorado,Jefferson County,564029,280635,283394,430864,75170,40187,7.8,9.9,305799,18527,71.0,4.3
Colorado,Kiowa County,1368,687,681,988,39250,23621,10.6,14.1,632,31,64.0,3.1
Colorado,Kit Carson County,7846,4392,3454,5476,45881,26125,11.5,16.3,3632,290,66.3,5.3
Colorado,Lake County,7481,4079,3402,5614,46176,28492,12.8,12.1,4184,320,74.5,5.7
Colorado,La Plata County,54469,27424,27045,42973,62533,34501,9.6,9.0,29184,1891,67.9,4.4
Colorado,Larimer County,330976,164920,166056,254898,64980,34087,12.4,10.9,172754,13510,67.8,5.3
Colorado,Las Animas County,14151,7323,6828,11150,40586,24268,17.0,21.4,6050,870,54.3,7.8
Colorado,Lincoln County,5520,3522,1998,4226,44725,14765,14.0,15.1,1453,156,34.4,3.7
Colorado,Logan County,21885,11723,10162,16575,44876,24595,16.8,23.6,10390,1028,62.7,6.2
Colorado,Mesa County,148798,73478,75320,113269,51971,27612,16.0,21.9,68918,9062,60.8,8.0
Colorado,Mineral County,834,433,401,752,50385,33018,12.0,17.1,377,12,50.1,1.6
Colorado,Moffat County,13056,6772,6284,9338,53010,27331,10.1,8.6,6373,336,68.2,3.6
Colorado,Montezuma County,25770,12664,13106,19680,45645,24440,16.8,26.6,11258,1161,57.2,5.9
Colorado,Montrose County,40908,20182,20726,30265,44865,24308,17.8,28.0,17047,2421,56.3,8.0
Colorado,Morgan County,28123,13997,14126,18095,51456,24077,9.3,12.2,13280,814,73.4,4.5
Colorado,Otero County,18325,8957,9368,13236,35051,20358,22.9,29.8,7177,1231,54.2,9.3
Colorado,Ouray County,4653,2198,2455,3906,61333,35544,10.4,11.6,2315,230,59.3,5.9
Colorado,Park County,16900,8935,7965,13786,61644,34377,6.6,7.8,9044,634,65.6,4.6
Colorado,Phillips County,4327,2249,2078,2981,50076,27790,8.1,3.2,2104,60,70.6,2.0
Colorado,Pitkin County,17747,9363,8384,13549,67755,65800,7.1,5.9,11435,583,84.4,4.3
Colorado,Prowers County,12084,6111,5973,8080,41740,22033,18.3,23.5,5372,679,66.5,8.4
Colorado,Pueblo County,163368,80330,83038,122128,42386,23110,19.8,26.7,66165,11358,54.2,9.3
Colorado,Rio Blanco County,6557,3325,3232,4863,57991,28185,11.8,15.4,3061,306,62.9,6.3
Colorado,Rio Grande County,11430,5729,5701,8249,38534,22412,18.1,24.1,4705,726,57.0,8.8
Colorado,Routt County,24359,12675,11684,18986,67472,38111,10.7,11.5,14555,589,76.7,3.1
Colorado,Saguache County,6338,3141,3197,4479,34765,22267,21.0,27.2,2465,345,55.0,7.7
Colorado,San Juan County,569,301,268,475,46397,28889,3.3,0.0,305,47,64.2,9.8
Colorado,San Miguel County,7804,4150,3654,6015,62243,42015,10.5,11.4,4746,229,78.9,3.8
Colorado,Sedgwick County,2357,1176,1181,1795,49583,24666,17.0,24.6,992,122,55.3,6.8
Colorado,Summit County,29722,16218,13504,23166,73538,37192,10.3,15.3,19358,764,83.6,3.3
Colorado,Teller County,23769,11926,11843,19158,66809,34974,7.5,7.1,11685,1284,61.0,6.7
Colorado,Washington County,4809,2485,2324,3626,51458,26279,9.9,10.3,2213,152,61.0,4.2
Colorado,Weld County,285729,143783,141946,193934,66489,29226,11.2,13.4,139546,10279,72.0,5.3
Colorado,Yuma County,10109,5010,5099,6732,44668,24789,14.3,21.7,4940,162,73.4,2.4
Connecticut,Fairfield County,947328,461380,485948,624588,89773,53433,8.8,10.9,474458,47469,76.0,7.6
Connecticut,Hartford County,897417,435729,461688,649810,69936,37817,11.2,15.6,445468,48086,68.6,7.4
Connecticut,Litchfield County,184454,91198,93256,143062,76438,40619,6.8,7.3,98166,8584,68.6,6.0
Connecticut,Middlesex County,164110,80227,83883,128056,81673,43695,7.2,8.2,88344,6531,69.0,5.1
Connecticut,New Haven County,862127,415863,446264,636398,64872,35085,12.1,17.1,425229,49003,66.8,7.7
Connecticut,New London County,270772,135581,135191,208603,69411,36881,9.9,15.7,133786,14602,64.1,7.0
Connecticut,Tolland County,151596,76162,75434,119570,81312,37830,6.5,5.2,80613,6935,67.4,5.8
Connecticut,Windham County,116674,57906,58768,89707,62553,29993,11.1,14.9,59022,6818,65.8,7.6
Delaware,Kent County,173145,83544,89601,128114,57647,27420,13.0,18.4,78078,8584,60.9,6.7
Delaware,New Castle County,555036,268818,286218,403642,68336,34541,11.9,15.9,269164,26237,66.7,6.5
Delaware,Sussex County,215551,104514,111037,165573,57901,31874,12.0,20.8,94271,10100,56.9,6.1
District of Columbia,District of Columbia,672391,319046,353345,503112,77649,50832,17.4,25.5,357701,40249,71.1,8.0
Florida,Alachua County,259865,125712,134153,200490,45478,26431,23.3,22.0,120466,13232,60.1,6.6
Florida,Baker County,27537,14422,13115,20673,59506,22440,17.2,22.0,10567,1199,51.1,5.8
Florida,Bay County,180117,89542,90575,137132,50283,26742,15.4,22.1,80334,8776,58.6,6.4
Florida,Bradford County,26775,14754,12021,21017,46106,19656,18.8,24.9,9118,1597,43.4,7.6
Florida,Brevard County,568183,277666,290517,445123,51536,29405,13.4,19.4,239195,33829,53.7,7.6
Florida,Broward County,1890416,920265,970151,1247710,54895,30109,14.0,19.1,930561,94826,74.6,7.6
Florida,Calhoun County,14458,7872,6586,11034,36237,15927,12.9,10.0,4698,949,42.6,8.6
Florida,Charlotte County,173236,84432,88804,144514,46511,29243,12.0,19.6,59033,12862,40.8,8.9
Florida,Citrus County,141373,68487,72886,117655,40574,25034,17.4,30.6,45294,11648,38.5,9.9
Florida,Clay County,203291,100119,103172,149644,61971,28599,10.4,12.9,91705,12121,61.3,8.1
Florida,Collier County,356774,175608,181166,247583,62407,41239,12.8,22.8,150802,13122,60.9,5.3
Florida,Columbia County,68484,35425,33059,52547,43504,22855,16.8,23.9,25911,4992,49.3,9.5
Florida,DeSoto County,35675,20184,15491,24109,35435,17892,29.9,41.0,12667,1471,52.5,6.1
Florida,Dixie County,16323,9048,7275,13063,35910,19342,23.7,32.9,4798,810,36.7,6.2
Florida,Duval County,912043,442115,469928,666437,51296,28593,16.0,24.3,430830,49316,64.6,7.4
Florida,Escambia County,309924,153834,156090,238553,47361,25666,14.6,23.8,134161,17176,56.2,7.2
Florida,Flagler County,105015,50436,54579,83353,51049,25741,13.3,21.5,39278,5418,47.1,6.5
Florida,Franklin County,11675,6727,4948,9559,41267,23524,20.1,32.1,4305,755,45.0,7.9
Florida,Gadsden County,46113,21869,24244,34299,39830,19252,24.4,40.8,16338,2915,47.6,8.5
Florida,Gilchrist County,17191,8983,8208,13366,42934,21145,19.8,34.4,6444,989,48.2,7.4
Florida,Glades County,13197,7479,5718,10002,37385,20476,18.0,26.9,4052,1000,40.5,10.0
Florida,Gulf County,16018,9595,6423,13312,44647,21085,14.9,19.6,5896,719,44.3,5.4
Florida,Hamilton County,14238,8228,6010,11116,36209,16109,26.6,35.5,3849,1412,34.6,12.7
Florida,Hardee County,27326,14716,12610,18145,39063,18643,24.5,39.0,9857,1651,54.3,9.1
Florida,Hendry County,39064,20716,18348,21740,37966,18426,25.5,31.1,16313,1783,75.0,8.2
Florida,Hernando County,179144,85782,93362,142148,44324,23495,14.3,20.7,63962,12509,45.0,8.8
Florida,Highlands County,100177,48518,51659,76304,36374,23020,18.7,31.5,31980,8775,41.9,11.5
Florida,Hillsborough County,1351087,658639,692448,937597,53742,29806,15.7,21.2,647075,63757,69.0,6.8
Florida,Holmes County,19483,10449,9034,15419,37474,18402,26.6,37.4,6391,1773,41.4,11.5
Florida,Indian River County,147981,71064,76917,115848,49009,33122,12.7,20.1,56016,9500,48.4,8.2
Florida,Jackson County,48571,26887,21684,38345,36944,18126,21.6,31.6,16193,4295,42.2,11.2
Florida,Jefferson County,14085,7554,6531,11470,47599,22452,13.9,19.2,4922,826,42.9,7.2
Florida,Lafayette County,8684,5104,3580,6541,41512,21955,17.8,19.2,2532,837,38.7,12.8
Florida,Lake County,326215,157897,168318,252229,49734,25991,12.8,20.0,131532,18160,52.1,7.2
Florida,Lee County,700165,342731,357434,515732,52052,30233,14.9,24.9,287128,36617,55.7,7.1
Florida,Leon County,285890,135980,149910,223032,49941,28548,20.5,18.8,143570,19627,64.4,8.8
Florida,Levy County,39713,19415,20298,30999,36554,21043,21.9,35.6,14623,2635,47.2,8.5
Florida,Liberty County,8347,5216,3131,6673,36741,16937,17.8,16.2,2466,641,37.0,9.6
Florida,Madison County,18518,9804,8714,14568,31816,17192,31.9,51.4,5985,1180,41.1,8.1
Florida,Manatee County,363542,175761,187781,269879,53408,30477,13.4,22.8,150640,17812,55.8,6.6
Florida,Marion County,343778,164984,178794,270592,41964,23598,17.6,28.7,120343,24353,44.5,9.0
Florida,Martin County,155719,77098,78621,121551,55588,38021,10.9,15.6,64614,7901,53.2,6.5
Florida,Miami-Dade County,2702602,1311997,1390605,1578079,46338,25481,19.0,25.4,1272735,116778,80.7,7.4
Florida,Monroe County,76745,40218,36527,58492,63030,39176,12.7,16.7,39876,2164,68.2,3.7
Florida,Nassau County,78435,38706,39729,61430,64294,33337,11.4,16.4,34780,3502,56.6,5.7
Florida,Okaloosa County,197591,100239,97352,148106,59955,30775,11.5,16.6,85823,9034,57.9,6.1
Florida,Okeechobee County,40228,21767,18461,28113,39059,18611,22.3,34.0,14085,2530,50.1,9.0
Florida,Orange County,1290216,633835,656381,878929,51586,27394,16.7,23.4,642687,59767,73.1,6.8
Florida,Osceola County,325168,160216,164952,215543,47343,20165,17.8,26.7,146390,14226,67.9,6.6
Florida,Palm Beach County,1426772,691154,735618,994387,57256,36303,13.4,20.3,655496,73585,65.9,7.4
Florida,Pasco County,498136,242448,255688,378439,48289,26624,13.6,17.9,202690,26491,53.6,7.0
Florida,Pinellas County,949842,456017,493825,746969,48968,32120,13.7,20.2,438915,47806,58.8,6.4
Florida,Polk County,652256,319775,332481,470595,45988,22579,17.3,27.0,263208,36236,55.9,7.7
Florida,Putnam County,72435,35683,36752,55014,33619,18950,27.6,44.2,25030,5666,45.5,10.3
Florida,St. Johns County,226578,110112,116466,171715,73640,39563,9.1,9.3,102778,9101,59.9,5.3
Florida,St. Lucie County,298763,146025,152738,217389,47132,24940,16.6,24.6,122153,16522,56.2,7.6
Florida,Santa Rosa County,166778,85374,81404,126537,62731,28908,11.3,16.1,70810,7972,56.0,6.3
Florida,Sarasota County,404839,193328,211511,324231,55236,37054,10.5,16.7,160224,18481,49.4,5.7
Florida,Seminole County,449260,217099,232161,334104,60739,31363,11.8,15.3,220949,22051,66.1,6.6
Florida,Sumter County,116754,58883,57871,105889,54771,33168,9.2,22.3,23889,6989,22.6,6.6
Florida,Suwannee County,43814,22204,21610,32803,40600,21565,20.4,35.3,16629,2985,50.7,9.1
Florida,Taylor County,22350,12547,9803,17778,37188,16979,16.4,21.3,6861,1049,38.6,5.9
Florida,Union County,15300,9922,5378,12093,37460,13485,21.4,32.3,3800,1185,31.4,9.8
Florida,Volusia County,518660,252651,266009,410687,43838,25871,16.1,24.0,212016,27516,51.6,6.7
Florida,Wakulla County,31586,17528,14058,24756,57866,22846,12.6,15.9,13589,1708,54.9,6.9
Florida,Walton County,63457,32216,31241,48942,50619,30853,17.0,30.9,27853,2790,56.9,5.7
Florida,Washington County,24472,13300,11172,19272,36989,18718,21.0,28.5,8860,1946,46.0,10.1
Georgia,Appling County,18471,9090,9381,13387,37089,19936,24.7,31.8,6951,1031,51.9,7.7
Georgia,Atkinson County,8313,4112,4201,5245,33063,19904,27.4,45.6,3289,441,62.7,8.4
Georgia,Bacon County,11279,5599,5680,7903,38824,18856,23.2,34.4,4345,245,55.0,3.1
Georgia,Baker County,3251,1547,1704,2512,43867,22270,19.5,19.4,1286,63,51.2,2.5
Georgia,Baldwin County,45527,22893,22634,36104,37008,20114,27.8,37.0,17647,3249,48.9,9.0
Georgia,Banks County,18363,9245,9118,13533,42182,19451,14.3,17.9,7796,893,57.6,6.6
Georgia,Barrow County,75099,37033,38066,51848,56119,22978,13.2,18.1,34265,3526,66.1,6.8
Georgia,Bartow County,102623,50888,51735,73506,52393,24931,14.2,19.1,46890,4410,63.8,6.0
Georgia,Ben Hill County,17272,8259,9013,12517,32344,16635,30.4,43.1,6132,651,49.0,5.2
Georgia,Berrien County,19014,9297,9717,14081,38297,18064,23.7,29.9,7062,1324,50.2,9.4
Georgia,Bibb County,153923,72312,81611,113107,38183,23426,26.7,41.3,60590,11763,53.6,10.4
Georgia,Bleckley County,12779,5909,6870,9903,40688,20667,23.0,32.0,4227,763,42.7,7.7
Georgia,Brantley County,18411,9070,9341,13772,36812,18220,21.8,28.0,6430,1074,46.7,7.8
Georgia,Brooks County,15629,7531,8098,11757,34890,20964,23.6,40.8,5865,1599,49.9,13.6
Georgia,Bryan County,34883,17313,17570,24041,68589,29880,14.1,17.0,15250,1899,63.4,7.9
Georgia,Bulloch County,73742,36288,37454,57432,39305,20526,30.4,32.6,32662,5341,56.9,9.3
Georgia,Burke County,22645,10752,11893,16455,38707,19720,29.2,47.4,8671,954,52.7,5.8
Georgia,Butts County,23556,12464,11092,18209,39655,21236,23.5,31.6,8655,1384,47.5,7.6
Georgia,Calhoun County,6503,3915,2588,5141,29617,13865,32.2,41.7,1612,766,31.4,14.9
Georgia,Camden County,52252,26821,25431,38225,53687,26854,12.7,20.2,21015,3134,55.0,8.2
Georgia,Candler County,10894,5353,5541,7742,33125,18233,31.5,44.8,4279,488,55.3,6.3
Georgia,Carroll County,114898,56032,58866,84217,46844,23139,18.6,26.2,49458,7916,58.7,9.4
Georgia,Catoosa County,65870,31953,33917,49624,54537,25643,10.8,14.6,31464,2680,63.4,5.4
Georgia,Charlton County,12963,7393,5570,9378,43257,19102,23.1,34.7,4412,975,47.0,10.4
Georgia,Chatham County,285506,137781,147725,212500,52215,28765,17.3,25.9,132386,18487,62.3,8.7
Georgia,Chattahoochee County,11096,7455,3641,8372,46096,22774,15.0,17.9,2210,1273,26.4,15.2
Georgia,Chattooga County,24880,12730,12150,18729,35718,17716,22.5,29.5,8839,1779,47.2,9.5
Georgia,Cherokee County,235896,116132,119764,164025,75477,33466,9.4,12.2,117102,8037,71.4,4.9
Georgia,Clarke County,123554,58788,64766,93727,34557,21203,34.1,39.6,57801,7123,61.7,7.6
Georgia,Clay County,3024,1495,1529,2312,23315,14559,41.4,63.5,865,469,37.4,20.3
Georgia,Clayton County,274150,129364,144786,176914,44106,19498,21.9,33.5,122985,18222,69.5,10.3
Georgia,Clinch County,6788,3411,3377,4848,21838,17145,39.5,45.6,2163,441,44.6,9.1
Georgia,Cobb County,739072,357252,381820,497695,72004,36587,10.9,14.7,382187,29862,76.8,6.0
Georgia,Coffee County,43048,22105,20943,30674,36572,18945,23.9,34.1,16232,1748,52.9,5.7
Georgia,Colquitt County,45890,22806,23084,29824,34503,18121,25.4,38.3,18771,2147,62.9,7.2
Georgia,Columbia County,143723,70172,73551,102391,74162,31720,8.6,10.1,63139,5939,61.7,5.8
Georgia,Cook County,17190,8275,8915,12384,35539,17587,24.2,30.1,6902,718,55.7,5.8
Georgia,Coweta County,138015,67326,70689,98257,67570,31548,11.6,16.6,66983,5306,68.2,5.4
Georgia,Crawford County,12385,6303,6082,9611,41032,22212,18.1,24.1,4604,1211,47.9,12.6
Georgia,Crisp County,23005,10813,12192,16976,33194,21225,31.2,40.6,8481,2512,50.0,14.8
Georgia,Dade County,16282,7956,8326,13024,43163,23184,17.5,23.0,7719,625,59.3,4.8
Georgia,Dawson County,23397,11529,11868,18150,62284,31954,11.8,15.7,10665,1107,58.8,6.1
Georgia,Decatur County,27023,13037,13986,19762,36934,19650,24.1,30.2,9855,1285,49.9,6.5
Georgia,DeKalb County,736066,348949,387117,500428,55876,32110,17.6,27.9,365630,42536,73.1,8.5
Georgia,Dodge County,21063,11024,10039,16512,35290,18563,22.2,30.6,7684,1486,46.5,9.0
Georgia,Dooly County,14053,7631,6422,11050,33389,16867,23.2,32.1,4929,1160,44.6,10.5
Georgia,Dougherty County,91522,42377,49145,67545,34541,20292,30.5,45.7,34494,10672,51.1,15.8
Georgia,Douglas County,140152,66926,73226,97768,59333,25449,14.2,18.8,66421,7724,67.9,7.9
Georgia,Early County,10405,4817,5588,7694,29493,17972,27.5,42.3,3682,669,47.9,8.7
Georgia,Echols County,4011,2012,1999,2598,34315,20589,28.2,26.2,1656,143,63.7,5.5
Georgia,Effingham County,57087,28260,28827,40780,64279,26765,9.6,12.9,26904,2039,66.0,5.0
Georgia,Elbert County,19288,9218,10070,14697,35207,21138,22.4,33.8,7327,1132,49.9,7.7
Georgia,Emanuel County,22502,11183,11319,16600,33089,17944,29.2,43.4,8291,1710,49.9,10.3
Georgia,Evans County,10757,5093,5664,7603,38736,20736,26.0,38.6,4308,502,56.7,6.6
Georgia,Fannin County,24480,11852,12628,20090,43344,24845,15.8,17.9,9299,1667,46.3,8.3
Georgia,Fayette County,110306,53551,56755,79748,84861,39936,6.3,7.8,51750,4386,64.9,5.5
Georgia,Floyd County,96471,46770,49701,69367,46096,23929,18.1,24.9,41473,5203,59.8,7.5
Georgia,Forsyth County,211300,104886,106414,133643,96445,39896,6.5,7.7,103649,5613,77.6,4.2
Georgia,Franklin County,22328,10852,11476,16865,39246,19663,25.4,32.2,8353,1062,49.5,6.3
Georgia,Fulton County,1010420,489797,520623,710189,61336,41041,16.0,23.5,500783,54685,70.5,7.7
Georgia,Gilmer County,29614,14950,14664,22105,46211,23688,18.8,35.4,12120,1636,54.8,7.4
Georgia,Glascock County,3027,1464,1563,2321,45273,19815,11.5,9.2,1307,77,56.3,3.3
Georgia,Glynn County,83467,39362,44105,62005,47546,29209,19.2,31.0,37393,4154,60.3,6.7
Georgia,Gordon County,56424,27913,28511,38832,43452,21208,18.8,29.6,25142,2213,64.7,5.7
Georgia,Grady County,25048,12247,12801,17537,39462,20864,25.4,40.0,10207,1403,58.2,8.0
Georgia,Greene County,16732,8142,8590,12969,45069,32890,21.9,34.6,6122,843,47.2,6.5
Georgia,Gwinnett County,889954,435401,454553,530671,64496,27945,12.1,17.7,439634,30779,82.8,5.8
Georgia,Habersham County,43878,20824,23054,31448,44474,20656,17.2,22.6,17338,1730,55.1,5.5
Georgia,Hall County,192865,96103,96762,119990,55622,26283,16.1,24.8,90062,5520,75.1,4.6
Georgia,Hancock County,8667,5258,3409,7276,29268,15454,30.0,54.8,2126,291,29.2,4.0
Georgia,Haralson County,28722,13965,14757,21640,43663,23141,18.0,25.2,11808,1558,54.6,7.2
Georgia,Harris County,33198,16686,16512,25597,69539,32373,7.3,7.7,15123,2176,59.1,8.5
Georgia,Hart County,25535,12502,13033,19724,41216,21668,18.8,23.6,9989,927,50.6,4.7
Georgia,Heard County,11607,5762,5845,8875,44897,20946,17.4,23.6,4797,852,54.1,9.6
Georgia,Henry County,217506,104175,113331,153050,64752,26924,11.4,16.5,100413,11785,65.6,7.7
Georgia,Houston County,150341,73081,77260,107551,55965,26305,16.7,23.9,65928,8389,61.3,7.8
Georgia,Irwin County,9278,4767,4511,7227,34677,19429,24.5,34.0,3301,535,45.7,7.4
Georgia,Jackson County,63851,31539,32312,45830,57999,25598,12.5,14.0,28016,2979,61.1,6.5
Georgia,Jasper County,13732,6688,7044,10198,42067,19784,19.4,24.4,5505,734,54.0,7.2
Georgia,Jeff Davis County,14999,7403,7596,10510,37267,18550,20.6,28.2,5472,526,52.1,5.0
Georgia,Jefferson County,15954,7691,8263,11916,29640,17485,26.9,43.7,5783,1013,48.5,8.5
Georgia,Jenkins County,8929,4273,4656,6546,27197,15149,30.7,45.6,3296,412,50.4,6.3
Georgia,Johnson County,9800,5476,4324,7799,36423,19706,21.5,36.4,4111,889,52.7,11.4
Georgia,Jones County,28540,13864,14676,21631,55110,26098,14.2,20.0,12241,1882,56.6,8.7
Georgia,Lamar County,18282,8800,9482,14220,41157,20458,20.8,29.7,6951,1621,48.9,11.4
Georgia,Lanier County,10388,5208,5180,7647,31109,17739,28.7,32.6,3551,811,46.4,10.6
Georgia,Laurens County,47451,22542,24909,35178,35202,20687,27.3,37.2,17192,1794,48.9,5.1
Georgia,Lee County,29216,14524,14692,21090,65018,28061,11.6,16.7,13503,1497,64.0,7.1
Georgia,Liberty County,62120,31466,30654,43087,43493,20966,16.6,21.7,22406,5127,52.0,11.9
Georgia,Lincoln County,7768,3651,4117,6225,37711,24529,23.0,38.0,3215,374,51.6,6.0
Georgia,Long County,17857,8746,9111,11891,53083,20321,20.0,27.6,5999,2045,50.4,17.2
Georgia,Lowndes County,113941,55796,58145,83763,39911,21199,25.0,30.6,46445,7706,55.4,9.2
Georgia,Lumpkin County,31567,15502,16065,25045,43039,23364,20.1,18.8,14549,1503,58.1,6.0
Georgia,McDuffie County,21488,10028,11460,15663,40469,20436,26.0,44.7,8204,1269,52.4,8.1
Georgia,McIntosh County,14061,6896,7165,11486,43285,25226,20.3,29.7,5716,1057,49.8,9.2
Georgia,Macon County,13675,7563,6112,10837,30851,15919,28.6,39.2,4524,1821,41.7,16.8
Georgia,Madison County,28600,14345,14255,21380,47653,22885,17.6,24.1,12065,1710,56.4,8.0
Georgia,Marion County,8558,4207,4351,6543,39015,20154,23.1,36.0,3413,654,52.2,10.0
Georgia,Meriwether County,21152,10134,11018,16365,36368,19679,22.7,31.0,8165,1326,49.9,8.1
Georgia,Miller County,5884,2885,2999,4518,37255,21002,23.3,37.1,2368,258,52.4,5.7
Georgia,Mitchell County,22574,11748,10826,16796,34122,16088,27.1,39.5,7927,2553,47.2,15.2
Georgia,Monroe County,26795,13475,13320,20853,50666,30359,13.3,10.9,11047,1960,53.0,9.4
Georgia,Montgomery County,8962,4593,4369,6655,40308,20114,19.5,27.0,3511,439,52.8,6.6
Georgia,Morgan County,18013,8558,9455,13731,59572,28830,13.4,19.2,8011,783,58.3,5.7
Georgia,Murray County,39444,19397,20047,27426,41617,19084,18.0,26.6,16748,2030,61.1,7.4
Georgia,Muscogee County,198647,97309,101338,144186,43239,24604,21.7,31.2,79022,14419,54.8,10.0
Georgia,Newton County,105042,49940,55102,74150,52784,23611,16.7,24.4,46324,6674,62.5,9.0
Georgia,Oconee County,35972,17661,18311,25358,77388,38639,6.9,10.2,16944,1116,66.8,4.4
Georgia,Oglethorpe County,14654,7362,7292,11190,43938,21858,17.6,30.6,6390,649,57.1,5.8
Georgia,Paulding County,152399,74560,77839,107261,63669,26636,9.7,12.9,74446,5578,69.4,5.2
Georgia,Peach County,27027,12992,14035,20338,43645,22388,18.7,26.3,11282,1749,55.5,8.6
Georgia,Pickens County,30343,15046,15297,23726,61542,29460,9.8,10.6,12994,1661,54.8,7.0
Georgia,Pierce County,19141,9640,9501,14044,39863,23754,21.0,28.3,7555,871,53.8,6.2
Georgia,Pike County,17919,8817,9102,13421,52377,25176,12.3,15.0,7456,1208,55.6,9.0
Georgia,Polk County,41444,20231,21213,28787,40652,22314,19.0,30.3,17553,2073,61.0,7.2
